Kalmar län	Borgholm	7,795E+04	7,550E+04	6,644E+04	6,104E+04	5,834E+04	4,902E+04	4,828E+04	4,874E+04	4,694E+04	4,297E+04	4,004E+04
Gotlands län	Gotland	1,954E+06	2,029E+06	2,012E+06	1,910E+06	1,984E+06	2,064E+06	1,914E+06	1,881E+06	2,075E+06	1,976E+06	1,893E+06
Blekinge län	Olofström	6,865E+04	6,229E+04	5,092E+04	3,748E+04	4,249E+04	4,048E+04	3,837E+04	3,409E+04	3,377E+04	3,462E+04	3,389E+04
Blekinge län	Karlskrona	2,072E+05	1,945E+05	1,711E+05	1,441E+05	1,356E+05	1,261E+05	1,179E+05	1,180E+05	1,172E+05	1,104E+05	1,161E+05
Blekinge län	Ronneby	1,887E+05	1,653E+05	1,355E+05	1,313E+05	1,283E+05	1,162E+05	1,088E+05	1,085E+05	1,135E+05	1,071E+05	1,083E+05
Blekinge län	Karlshamn	2,082E+05	2,301E+05	2,491E+05	2,939E+05	1,671E+05	1,643E+05	1,372E+05	1,042E+05	1,071E+05	1,021E+05	8,891E+04
Blekinge län	Sölvesborg	8,413E+04	7,435E+04	6,514E+04	5,853E+04	5,477E+04	5,085E+04	4,971E+04	4,838E+04	4,932E+04	4,539E+04	4,570E+04
Skåne län	Svalöv	7,028E+04	5,795E+04	5,377E+04	5,208E+04	4,902E+04	4,524E+04	4,417E+04	4,411E+04	4,284E+04	4,231E+04	3,934E+04
Skåne län	Staffanstorp	9,501E+04	7,849E+04	7,499E+04	8,119E+04	7,729E+04	7,318E+04	7,173E+04	6,993E+04	6,978E+04	6,724E+04	6,632E+04
Skåne län	Burlöv	1,568E+05	8,388E+04	6,542E+04	8,405E+04	8,907E+04	8,557E+04	7,929E+04	7,763E+04	7,521E+04	7,685E+04	7,504E+04
Skåne län	Vellinge	9,351E+04	8,486E+04	7,736E+04	7,622E+04	7,237E+04	6,746E+04	6,587E+04	6,453E+04	6,389E+04	6,134E+04	6,117E+04
Skåne län	ÖstraGöinge	6,411E+04	5,739E+04	5,046E+04	4,365E+04	4,134E+04	3,819E+04	3,790E+04	3,719E+04	3,566E+04	3,504E+04	3,564E+04
Skåne län	Örkelljunga	7,663E+04	7,544E+04	7,229E+04	7,569E+04	7,332E+04	6,813E+04	6,613E+04	6,495E+04	6,444E+04	6,110E+04	5,860E+04
Skåne län	Bjuv	1,605E+05	1,136E+05	9,036E+04	6,351E+04	6,150E+04	5,820E+04	5,750E+04	6,863E+04	6,654E+04	6,791E+04	5,653E+04
Skåne län	Kävlinge	1,178E+05	1,103E+05	9,877E+04	8,884E+04	8,452E+04	8,252E+04	7,813E+04	7,587E+04	7,544E+04	7,228E+04	7,212E+04
Skåne län	Lomma	1,059E+05	1,029E+05	8,837E+04	9,427E+04	9,041E+04	8,566E+04	8,351E+04	8,161E+04	8,163E+04	7,809E+04	7,934E+04
Skåne län	Svedala	1,003E+05	9,198E+04	8,871E+04	8,952E+04	8,725E+04	8,271E+04	8,095E+04	7,872E+04	7,816E+04	7,516E+04	7,431E+04
Skåne län	Skurup	4,526E+04	4,228E+04	4,050E+04	4,213E+04	4,047E+04	3,799E+04	3,706E+04	3,632E+04	3,598E+04	3,455E+04	3,217E+04
Skåne län	Sjöbo	6,606E+04	6,350E+04	6,002E+04	5,917E+04	5,723E+04	5,363E+04	5,213E+04	5,090E+04	5,034E+04	4,868E+04	5,039E+04
Skåne län	Hörby	6,372E+04	6,936E+04	5,726E+04	5,547E+04	5,288E+04	5,004E+04	4,870E+04	4,764E+04	4,724E+04	4,543E+04	4,631E+04
Skåne län	Höör	7,323E+04	6,613E+04	6,118E+04	6,193E+04	5,893E+04	5,547E+04	5,371E+04	5,258E+04	5,210E+04	4,969E+04	4,987E+04
Skåne län	Tomelilla	5,610E+04	4,844E+04	4,658E+04	4,831E+04	5,832E+04	5,533E+04	5,244E+04	5,048E+04	4,604E+04	4,355E+04	4,272E+04
Skåne län	Bromölla	1,095E+05	1,331E+05	7,717E+04	9,593E+04	9,045E+04	7,749E+04	8,118E+04	6,848E+04	8,105E+04	7,558E+04	7,597E+04
Skåne län	Osby	6,683E+04	5,635E+04	4,931E+04	4,350E+04	4,089E+04	3,787E+04	3,634E+04	3,552E+04	3,552E+04	3,464E+04	3,674E+04
Skåne län	Perstorp	1,360E+05	7,126E+04	8,136E+04	8,589E+04	7,507E+04	5,865E+04	5,986E+04	5,405E+04	5,181E+04	4,930E+04	4,653E+04
Skåne län	Klippan	2,135E+05	1,289E+05	1,277E+05	9,124E+04	8,510E+04	8,250E+04	7,801E+04	7,778E+04	7,737E+04	7,424E+04	7,220E+04
Skåne län	Åstorp	7,085E+04	6,261E+04	5,761E+04	9,030E+04	8,282E+04	5,916E+04	5,909E+04	5,988E+04	5,795E+04	5,564E+04	5,435E+04
Skåne län	Båstad	1,190E+05	9,919E+04	7,473E+04	6,144E+04	5,706E+04	5,311E+04	5,152E+04	5,038E+04	4,956E+04	4,734E+04	4,590E+04
Skåne län	Malmö	1,148E+06	1,128E+06	1,068E+06	1,848E+06	1,401E+06	1,161E+06	1,185E+06	9,809E+05	1,074E+06	9,997E+05	8,505E+05
Skåne län	Lund	2,749E+05	3,018E+05	3,251E+05	2,942E+05	2,585E+05	2,433E+05	2,392E+05	1,936E+05	1,841E+05	1,755E+05	1,697E+05
Skåne län	Landskrona	2,242E+05	2,381E+05	2,209E+05	2,259E+05	2,014E+05	2,072E+05	2,102E+05	2,101E+05	2,087E+05	2,072E+05	1,876E+05
Skåne län	Helsingborg	8,954E+05	6,831E+05	6,505E+05	5,584E+05	5,050E+05	4,966E+05	5,143E+05	4,654E+05	4,582E+05	4,390E+05	4,208E+05
Skåne län	Höganäs	2,316E+05	2,832E+05	2,583E+05	2,743E+05	2,625E+05	2,399E+05	2,532E+05	2,477E+05	2,397E+05	2,298E+05	2,402E+05
Skåne län	Eslöv	2,072E+05	2,080E+05	1,905E+05	2,322E+05	2,271E+05	2,322E+05	2,246E+05	2,060E+05	1,927E+05	2,118E+05	1,791E+05
Skåne län	Ystad	1,584E+05	1,612E+05	1,503E+05	9,198E+04	8,677E+04	8,207E+04	8,059E+04	7,934E+04	7,732E+04	7,310E+04	7,373E+04
Skåne län	Trelleborg	1,716E+05	2,088E+05	1,364E+05	1,091E+05	1,064E+05	9,337E+04	8,906E+04	8,763E+04	8,183E+04	7,912E+04	7,587E+04
Skåne län	Kristianstad	3,816E+05	3,413E+05	3,087E+05	2,885E+05	2,680E+05	2,562E+05	2,479E+05	2,398E+05	2,419E+05	2,286E+05	2,316E+05
Skåne län	Simrishamn	7,369E+04	6,968E+04	6,241E+04	6,194E+04	5,694E+04	5,296E+04	5,159E+04	5,216E+04	5,172E+04	4,888E+04	4,901E+04
Skåne län	Ängelholm	2,705E+05	2,500E+05	1,890E+05	1,629E+05	1,587E+05	1,487E+05	1,436E+05	1,395E+05	1,482E+05	1,415E+05	1,581E+05
Skåne län	Hässleholm	2,758E+05	2,460E+05	2,430E+05	2,408E+05	2,190E+05	2,059E+05	1,991E+05	1,934E+05	1,905E+05	1,833E+05	1,863E+05
Hallands län	Hylte	1,939E+05	1,178E+05	1,288E+05	7,513E+04	6,756E+04	6,353E+04	5,254E+04	4,897E+04	4,937E+04	4,802E+04	4,406E+04
Hallands län	Halmstad	5,962E+05	5,836E+05	5,870E+05	5,691E+05	5,506E+05	5,018E+05	3,724E+05	3,482E+05	3,574E+05	3,483E+05	3,371E+05
Hallands län	Laholm	1,716E+05	1,521E+05	1,260E+05	1,177E+05	1,111E+05	1,037E+05	1,018E+05	1,001E+05	1,013E+05	9,841E+04	9,636E+04
Hallands län	Falkenberg	2,377E+05	1,955E+05	1,851E+05	1,976E+05	1,852E+05	1,788E+05	1,663E+05	1,628E+05	1,622E+05	1,585E+05	1,628E+05
Hallands län	Varberg	2,790E+05	2,405E+05	2,396E+05	2,435E+05	2,206E+05	2,035E+05	1,946E+05	2,207E+05	2,047E+05	1,969E+05	2,100E+05
Hallands län	Kungsbacka	2,489E+05	2,367E+05	2,230E+05	2,349E+05	2,195E+05	2,052E+05	2,003E+05	1,981E+05	1,973E+05	1,888E+05	1,896E+05
Västra Götalands län	Härryda	1,537E+05	1,500E+05	1,505E+05	1,528E+05	1,488E+05	1,407E+05	1,363E+05	1,335E+05	1,333E+05	1,291E+05	1,257E+05
Västra Götalands län	Partille	7,471E+04	6,408E+04	5,838E+04	5,998E+04	5,659E+04	5,373E+04	5,254E+04	5,148E+04	5,154E+04	4,946E+04	4,240E+04
Västra Götalands län	Öckerö	7,410E+04	6,496E+04	5,441E+04	4,523E+04	4,094E+04	3,641E+04	3,553E+04	3,569E+04	3,076E+04	2,887E+04	2,728E+04
Västra Götalands län	Stenungsund	7,567E+05	1,021E+06	1,060E+06	1,141E+06	1,049E+06	1,025E+06	1,066E+06	1,008E+06	9,599E+05	1,078E+06	1,040E+06
Västra Götalands län	Tjörn	8,026E+04	7,900E+04	5,564E+04	4,980E+04	4,674E+04	4,335E+04	4,235E+04	4,314E+04	4,366E+04	4,196E+04	4,127E+04
Västra Götalands län	Orust	7,283E+04	6,445E+04	5,350E+04	4,830E+04	4,567E+04	4,235E+04	4,128E+04	4,104E+04	4,067E+04	3,987E+04	4,016E+04
Västra Götalands län	Sotenäs	5,867E+04	5,145E+04	4,140E+04	3,874E+04	3,597E+04	3,249E+04	3,155E+04	3,225E+04	2,995E+04	2,919E+04	2,960E+04
Västra Götalands län	Munkedal	8,583E+04	7,421E+04	6,960E+04	9,169E+04	8,052E+04	6,191E+04	5,847E+04	6,092E+04	6,878E+04	8,176E+04	9,769E+04
Västra Götalands län	Tanum	1,188E+05	1,109E+05	1,020E+05	9,269E+04	8,853E+04	8,265E+04	8,010E+04	7,934E+04	8,003E+04	7,790E+04	8,035E+04
Västra Götalands län	Dals-Ed	3,205E+04	2,640E+04	2,050E+04	1,787E+04	1,716E+04	1,583E+04	1,561E+04	1,516E+04	1,503E+04	1,442E+04	1,502E+04
Västra Götalands län	Färgelanda	3,789E+04	3,606E+04	2,964E+04	2,642E+04	2,532E+04	2,418E+04	2,334E+04	2,237E+04	2,288E+04	2,189E+04	2,223E+04
Västra Götalands län	Ale	1,019E+05	1,300E+05	1,200E+05	9,538E+04	8,829E+04	8,427E+04	8,202E+04	8,052E+04	8,206E+04	8,264E+04	8,602E+04
Västra Götalands län	Lerum	1,174E+05	1,115E+05	1,023E+05	9,620E+04	9,156E+04	8,803E+04	8,625E+04	8,359E+04	8,296E+04	7,934E+04	6,847E+04
Västra Götalands län	Vårgårda	6,280E+04	6,218E+04	6,328E+04	5,965E+04	5,585E+04	5,428E+04	5,240E+04	5,123E+04	5,104E+04	4,952E+04	5,015E+04
