Parameter	Chlorophyll_a	Basin	LARGE_basin
Chlorophyll_a	2,30	West Gotlandshavet	BalticProper
Chlorophyll_a	2,30	West Gotlandshavet	BalticProper
Chlorophyll_a	2,30	West Gotlandshavet	BalticProper
Chlorophyll_a	2,30	West Gotlandshavet	BalticProper
Chlorophyll_a	2,30	West Gotlandshavet	BalticProper
Chlorophyll_a	2,30	West Gotlandshavet	BalticProper
Chlorophyll_a	2,30	West Gotlandshavet	BalticProper
Chlorophyll_a	2,30	West Gotlandshavet	BalticProper
Chlorophyll_a	2,30	West Gotlandshavet	BalticProper
Chlorophyll_a	2,30	West Gotlandshavet	BalticProper
Chlorophyll_a	2,30	West Gotlandshavet	BalticProper
Chlorophyll_a	2,30	West Gotlandshavet	BalticProper
Chlorophyll_a	2,30	West Gotlandshavet	BalticProper
Chlorophyll_a	2,30	West Gotlandshavet	BalticProper
Chlorophyll_a	2,30	West Gotlandshavet	BalticProper
Chlorophyll_a	2,30	West Gotlandshavet	BalticProper
Chlorophyll_a	2,30	West Gotlandshavet	BalticProper
Chlorophyll_a	2,30	West Gotlandshavet	BalticProper
Chlorophyll_a	2,30	West Gotlandshavet	BalticProper
Chlorophyll_a	2,30	West Gotlandshavet	BalticProper
Chlorophyll_a	2,30	Bornholm_Hano	BalticProper
Chlorophyll_a	2,30	Bornholm_Hano	BalticProper
Chlorophyll_a	2,30	Bornholm_Hano	BalticProper
Chlorophyll_a	2,30	Bornholm_Hano	BalticProper
Chlorophyll_a	2,30	Bornholm_Hano	BalticProper
Chlorophyll_a	2,30	Bornholm_Hano	BalticProper
Chlorophyll_a	2,30	Bornholm_Hano	BalticProper
Chlorophyll_a	2,30	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,30	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,31	West Gotlandshavet	BalticProper
Chlorophyll_a	2,31	West Gotlandshavet	BalticProper
Chlorophyll_a	2,31	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,31	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,32	West Gotlandshavet	BalticProper
Chlorophyll_a	2,32	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,33	West Gotlandshavet	BalticProper
Chlorophyll_a	2,33	West Gotlandshavet	BalticProper
Chlorophyll_a	2,33	West Gotlandshavet	BalticProper
Chlorophyll_a	2,34	West Gotlandshavet	BalticProper
Chlorophyll_a	2,35	West Gotlandshavet	BalticProper
Chlorophyll_a	2,35	West Gotlandshavet	BalticProper
Chlorophyll_a	2,35	West Gotlandshavet	BalticProper
Chlorophyll_a	2,35	West Gotlandshavet	BalticProper
Chlorophyll_a	2,35	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,36	West Gotlandshavet	BalticProper
Chlorophyll_a	2,37	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,37	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,37	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,37	West Gotlandshavet	BalticProper
Chlorophyll_a	2,37	West Gotlandshavet	BalticProper
Chlorophyll_a	2,37	West Gotlandshavet	BalticProper
Chlorophyll_a	2,37	West Gotlandshavet	BalticProper
Chlorophyll_a	2,38	West Gotlandshavet	BalticProper
Chlorophyll_a	2,38	West Gotlandshavet	BalticProper
Chlorophyll_a	2,38	West Gotlandshavet	BalticProper
Chlorophyll_a	2,39	West Gotlandshavet	BalticProper
Chlorophyll_a	2,39	West Gotlandshavet	BalticProper
Chlorophyll_a	2,39	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	West Gotlandshavet	BalticProper
Chlorophyll_a	2,40	West Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	West Gotlandshavet	BalticProper
Chlorophyll_a	2,40	West Gotlandshavet	BalticProper
Chlorophyll_a	2,40	West Gotlandshavet	BalticProper
Chlorophyll_a	2,40	West Gotlandshavet	BalticProper
Chlorophyll_a	2,40	West Gotlandshavet	BalticProper
Chlorophyll_a	2,40	West Gotlandshavet	BalticProper
Chlorophyll_a	2,40	West Gotlandshavet	BalticProper
Chlorophyll_a	2,40	West Gotlandshavet	BalticProper
Chlorophyll_a	2,40	West Gotlandshavet	BalticProper
Chlorophyll_a	2,40	West Gotlandshavet	BalticProper
Chlorophyll_a	2,40	West Gotlandshavet	BalticProper
Chlorophyll_a	2,40	West Gotlandshavet	BalticProper
Chlorophyll_a	2,40	West Gotlandshavet	BalticProper
Chlorophyll_a	2,40	West Gotlandshavet	BalticProper
Chlorophyll_a	2,40	West Gotlandshavet	BalticProper
Chlorophyll_a	2,40	West Gotlandshavet	BalticProper
Chlorophyll_a	2,40	West Gotlandshavet	BalticProper
Chlorophyll_a	2,40	West Gotlandshavet	BalticProper
Chlorophyll_a	2,40	West Gotlandshavet	BalticProper
Chlorophyll_a	2,40	West Gotlandshavet	BalticProper
Chlorophyll_a	2,40	West Gotlandshavet	BalticProper
Chlorophyll_a	2,40	West Gotlandshavet	BalticProper
Chlorophyll_a	2,40	West Gotlandshavet	BalticProper
Chlorophyll_a	2,40	Bornholm_Hano	BalticProper
Chlorophyll_a	2,40	Bornholm_Hano	BalticProper
Chlorophyll_a	2,40	Bornholm_Hano	BalticProper
Chlorophyll_a	2,40	Bornholm_Hano	BalticProper
Chlorophyll_a	2,40	Bornholm_Hano	BalticProper
Chlorophyll_a	2,40	Bornholm_Hano	BalticProper
Chlorophyll_a	2,40	Bornholm_Hano	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,41	West Gotlandshavet	BalticProper
Chlorophyll_a	2,41	West Gotlandshavet	BalticProper
Chlorophyll_a	2,41	West Gotlandshavet	BalticProper
Chlorophyll_a	2,42	West Gotlandshavet	BalticProper
Chlorophyll_a	2,42	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,42	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,42	West Gotlandshavet	BalticProper
Chlorophyll_a	2,42	West Gotlandshavet	BalticProper
Chlorophyll_a	2,42	West Gotlandshavet	BalticProper
Chlorophyll_a	2,42	West Gotlandshavet	BalticProper
Chlorophyll_a	2,42	West Gotlandshavet	BalticProper
Chlorophyll_a	2,42	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,42	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,43	West Gotlandshavet	BalticProper
Chlorophyll_a	2,43	West Gotlandshavet	BalticProper
Chlorophyll_a	2,44	West Gotlandshavet	BalticProper
Chlorophyll_a	2,45	West Gotlandshavet	BalticProper
Chlorophyll_a	2,45	West Gotlandshavet	BalticProper
Chlorophyll_a	2,46	West Gotlandshavet	BalticProper
Chlorophyll_a	2,47	West Gotlandshavet	BalticProper
Chlorophyll_a	2,47	West Gotlandshavet	BalticProper
Chlorophyll_a	2,47	West Gotlandshavet	BalticProper
Chlorophyll_a	2,47	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,48	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,48	West Gotlandshavet	BalticProper
Chlorophyll_a	2,48	West Gotlandshavet	BalticProper
Chlorophyll_a	2,49	West Gotlandshavet	BalticProper
Chlorophyll_a	2,49	West Gotlandshavet	BalticProper
Chlorophyll_a	2,49	West Gotlandshavet	BalticProper
Chlorophyll_a	2,49	West Gotlandshavet	BalticProper
Chlorophyll_a	2,49	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	West Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,50	West Gotlandshavet	BalticProper
Chlorophyll_a	2,50	West Gotlandshavet	BalticProper
Chlorophyll_a	2,50	West Gotlandshavet	BalticProper
Chlorophyll_a	2,50	West Gotlandshavet	BalticProper
Chlorophyll_a	2,50	West Gotlandshavet	BalticProper
Chlorophyll_a	2,50	West Gotlandshavet	BalticProper
Chlorophyll_a	2,50	West Gotlandshavet	BalticProper
Chlorophyll_a	2,50	West Gotlandshavet	BalticProper
Chlorophyll_a	2,50	West Gotlandshavet	BalticProper
Chlorophyll_a	2,50	West Gotlandshavet	BalticProper
Chlorophyll_a	2,50	West Gotlandshavet	BalticProper
Chlorophyll_a	2,50	West Gotlandshavet	BalticProper
Chlorophyll_a	2,50	West Gotlandshavet	BalticProper
Chlorophyll_a	2,50	Bornholm_Hano	BalticProper
Chlorophyll_a	2,50	Bornholm_Hano	BalticProper
Chlorophyll_a	2,50	Bornholm_Hano	BalticProper
Chlorophyll_a	2,50	Bornholm_Hano	BalticProper
Chlorophyll_a	2,50	Bornholm_Hano	BalticProper
Chlorophyll_a	2,50	Bornholm_Hano	BalticProper
Chlorophyll_a	2,51	West Gotlandshavet	BalticProper
Chlorophyll_a	2,51	West Gotlandshavet	BalticProper
Chlorophyll_a	2,51	West Gotlandshavet	BalticProper
Chlorophyll_a	2,52	West Gotlandshavet	BalticProper
Chlorophyll_a	2,52	West Gotlandshavet	BalticProper
Chlorophyll_a	2,52	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,53	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,53	West Gotlandshavet	BalticProper
Chlorophyll_a	2,53	West Gotlandshavet	BalticProper
Chlorophyll_a	2,53	West Gotlandshavet	BalticProper
Chlorophyll_a	2,53	West Gotlandshavet	BalticProper
Chlorophyll_a	2,53	West Gotlandshavet	BalticProper
Chlorophyll_a	2,54	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,54	West Gotlandshavet	BalticProper
Chlorophyll_a	2,54	West Gotlandshavet	BalticProper
Chlorophyll_a	2,55	West Gotlandshavet	BalticProper
Chlorophyll_a	2,55	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,56	West Gotlandshavet	BalticProper
Chlorophyll_a	2,56	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,56	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,57	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,57	West Gotlandshavet	BalticProper
Chlorophyll_a	2,58	West Gotlandshavet	BalticProper
Chlorophyll_a	2,58	West Gotlandshavet	BalticProper
Chlorophyll_a	2,58	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,59	West Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,60	West Gotlandshavet	BalticProper
Chlorophyll_a	2,60	West Gotlandshavet	BalticProper
Chlorophyll_a	2,60	West Gotlandshavet	BalticProper
Chlorophyll_a	2,60	West Gotlandshavet	BalticProper
Chlorophyll_a	2,60	West Gotlandshavet	BalticProper
Chlorophyll_a	2,60	West Gotlandshavet	BalticProper
Chlorophyll_a	2,60	West Gotlandshavet	BalticProper
Chlorophyll_a	2,60	West Gotlandshavet	BalticProper
Chlorophyll_a	2,60	West Gotlandshavet	BalticProper
Chlorophyll_a	2,60	West Gotlandshavet	BalticProper
Chlorophyll_a	2,60	West Gotlandshavet	BalticProper
Chlorophyll_a	2,60	West Gotlandshavet	BalticProper
Chlorophyll_a	2,60	West Gotlandshavet	BalticProper
Chlorophyll_a	2,60	West Gotlandshavet	BalticProper
Chlorophyll_a	2,60	West Gotlandshavet	BalticProper
Chlorophyll_a	2,60	West Gotlandshavet	BalticProper
Chlorophyll_a	2,60	West Gotlandshavet	BalticProper
Chlorophyll_a	2,60	Bornholm_Hano	BalticProper
Chlorophyll_a	2,60	Bornholm_Hano	BalticProper
Chlorophyll_a	2,60	Bornholm_Hano	BalticProper
Chlorophyll_a	2,60	Bornholm_Hano	BalticProper
Chlorophyll_a	2,60	Bornholm_Hano	BalticProper
Chlorophyll_a	2,60	Bornholm_Hano	BalticProper
Chlorophyll_a	2,61	West Gotlandshavet	BalticProper
Chlorophyll_a	2,61	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,62	West Gotlandshavet	BalticProper
Chlorophyll_a	2,63	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	2,63	West Gotlandshavet	BalticProper
Chlorophyll_a	2,63	West Gotlandshavet	BalticProper
Chlorophyll_a	2,64	West Gotlandshavet	BalticProper
Chlorophyll_a	2,64	West Gotlandshavet	BalticProper
Chlorophyll_a	2,64	West Gotlandshavet	BalticProper
Chlorophyll_a	2,64	West Gotlandshavet	BalticProper
