Parameter	Chlorophyll_a	Basin	LARGE_basin
Chlorophyll_a	13,70	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	13,70	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	13,70	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	13,73	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	13,80	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	13,80	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	13,80	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	13,80	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	13,80	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	13,80	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	13,80	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	13,80	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	13,80	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	13,90	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	13,90	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	13,90	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	13,90	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	13,90	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	13,90	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	13,90	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	13,90	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	13,90	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	13,90	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	13,90	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	13,90	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	13,90	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	13,90	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	13,90	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,05	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,10	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,10	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,10	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,10	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,10	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,10	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,10	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,10	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,10	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,10	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,10	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,10	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,10	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,10	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,10	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,10	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,10	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,10	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,10	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,20	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,20	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,20	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,20	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,20	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,20	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,20	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,20	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,20	West Gotlandshavet	BalticProper
Chlorophyll_a	14,23	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,30	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,30	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,30	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,30	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,36	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,70	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,70	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,70	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,70	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,70	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,70	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,70	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,70	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,70	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,80	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,80	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,80	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,80	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,80	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,80	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,80	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,80	West Gotlandshavet	BalticProper
Chlorophyll_a	14,82	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,86	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,90	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,90	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,90	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,90	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,90	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,90	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,90	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,90	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	14,94	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,10	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,10	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,10	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,10	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,10	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,10	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,10	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,10	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,10	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,20	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,20	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,20	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,20	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,20	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,30	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,30	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,30	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,30	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,30	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,30	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,30	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,30	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,33	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,58	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,70	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,70	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,70	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,70	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,80	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,80	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,80	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,80	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,80	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,90	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,90	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,90	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,90	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,90	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	15,90	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,10	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,10	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,10	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,10	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,10	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,10	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,10	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,10	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,20	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,20	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,20	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,20	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,20	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,20	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,20	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,20	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,20	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,30	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,30	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,30	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,30	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,30	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,30	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,30	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,33	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,33	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,35	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,57	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,68	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,70	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,70	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,70	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,70	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,70	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,70	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,70	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,70	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,80	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,80	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,90	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,90	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,90	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,90	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	16,90	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,06	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,10	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,10	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,10	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,10	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,10	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,20	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,20	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,20	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,20	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,30	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,30	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,30	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,30	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,30	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,30	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,30	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,40	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,50	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,60	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,67	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,70	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,70	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,70	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,70	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,80	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,80	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,80	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,80	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,86	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,90	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,90	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,90	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,90	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,90	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,90	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	17,93	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	18,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	18,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	18,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	18,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	18,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	18,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	18,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	18,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	18,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	18,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	18,00	 Norra Gotlandshavet	BalticProper
Chlorophyll_a	18,00	 Norra Gotlandshavet	BalticProper
